更新时间,#genre#
20240622-09-29-37,url


央视频道,#genre#
CCTV6,http://116.31.166.176:1688/udp/239.77.0.178:5146
CCTV6,http://113.206.114.34:8001/udp/225.0.4.144:7980
CCTV6,http://110.178.52.111:8082/udp/239.1.1.13:8013
CCTV6,http://171.108.239.79:8181/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://120.84.121.113:808/hls/112/index.m3u8
CCTV6,http://211.158.152.48:8008/udp/225.0.4.144:7980
CCTV6,http://116.31.166.176:1688/udp/239.77.0.171:5146
CCTV6,http://36.40.237.57:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://113.206.114.34:8003/udp/225.0.4.144:7980
CCTV6,http://116.5.169.184:8884/udp/239.77.0.178:5146
CCTV6,http://27.11.54.11:8002/udp/225.0.4.144:7980
CCTV6,http://110.178.52.111:8084/udp/239.1.1.13:8013
CCTV6,http://183.0.186.131:9900/tsfile/live/0006_1.m3u8
CCTV6,http://01e117.netsite.cc/proxy/1275265590/1275265590.m3u8
CCTV6,http://110.184.114.89:4022/udp/239.93.1.13:2226
CCTV6,http://27.11.54.11:8001/udp/225.0.4.144:7980
CCTV6,http://59.34.139.143:4000/udp/239.77.0.171:5146
CCTV6,http://120.84.121.199:808/hls/112/index.m3u8
CCTV6,http://183.0.186.131:9900/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://110.178.44.116:8084/udp/239.1.1.13:8013
CCTV6,http://171.108.239.77:8181/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://183.184.204.165:8083/rtp/226.0.2.210:9592
CCTV6,http://61.51.140.138:8888/rtp/239.3.1.174:8001
CCTV6,http://110.185.239.180:8888/udp/239.93.1.13:2226
CCTV6,http://60.220.167.244:8085/rtp/226.0.2.210:9592
CCTV6,http://183.184.204.165:8082/rtp/226.0.2.210:9592
CCTV6,http://1.80.231.46:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://59.34.139.143:4000/udp/239.77.0.178:5146
CCTV6,http://113.68.179.40:4022/udp/239.77.0.171:5146#http://121.13.85.231:8000/udp/239.77.0.171:5146#http://118.248.172.59:8088/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0#http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8#http://14.212.185.27:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8#http://218.19.111.194:9999/udp/239.77.0.171:5146#http://183.54.209.215:9999/udp/239.77.0.171:5146#http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8#http://124.116.183.146:9901/tsfile/live/0006_1.m3u8#http://61.138.128.226:19901/tsfile/live/0006_1.m3u8
CCTV6,http://113.206.114.34:8002/udp/225.0.4.144:7980
CCTV7,http://60.220.167.244:8085/rtp/226.0.2.159:9184
CCTV7,http://27.11.54.11:8001/udp/225.0.4.127:7980
CCTV7,http://113.110.72.52:808/hls/120/index.m3u8
CCTV7,http://27.11.54.11:8002/udp/225.0.4.127:7980
CCTV7,http://125.122.11.106:9999/udp/233.50.200.24:5140
